title,brand,price,list_price,discount_pct,price_currency,stars,reviews_count,breadCrumbs,description
"msi Cyborg 17 17.3"" FHD 144Hz Gaming Laptop: Intel Core 7-240H, NVIDIA Geforce RTX 5060, 16GB DDR5, 1TB NVMe SSD, Type C, Wi-Fi 6E, Win 11 Home: Translucent Black B2RWFKG-074US",msi,1384.0,,0.0,$,4.3,31,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"The MSI Cyborg 17 gives you the performance of a full gaming rig in a thin, lightweight body, perfect for gamers and creators who want power they can take anywhere. Its large 17.3” FHD 144Hz display delivers smooth, responsive motion that makes fast-paced play feel fluid, while the NVIDIA GeForce RTX 5060 unlocks advanced AI features, richer lighting, and higher FPS so your games, streams, and creative apps run at their best. The latest Intel Core 7 processor keeps multitasking quick—switch between gaming, editing, schoolwork, and everyday apps without lag—and 16GB DDR5 plus a 1TB SSD give you the speed and space to handle big projects and growing game libraries. Cooler Boost thermal tech keeps everything stable under heavy loads, and Wi-Fi 6E plus a full I/O port lineup make it easy to connect monitors, accessories, and high-speed networks. Whether you're jumping into competitive rounds, streaming to your audience, editing videos, or just wanting a big, immersive screen for entertainment, Cyborg 17 delivers strong performance across all mainstream and entry-enthusiast use cases."
"Lenovo Legion Pro 7i Gen 10 16"" Gaming Laptop (2025 Model) Intel Core Ultra 9 275HX 24C, NVIDIA GeForce RTX 5080 16GB, 32GB RAM, 1TB Gen 5 NVMe SSD, 16.0"" WQXGA OLED 500 nits 240Hz, Windows 11 Pro",Lenovo,2499.99,,0.0,$,4.3,9,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Lenovo Legion Pro 7i Gen 10 16"" Gaming Laptop (2025 Model) Intel Core Ultra 9 275HX 24C, NVIDIA GeForce RTX 5080 16GB, 32GB RAM, 1TB Gen 5 NVMe SSD, 16.0"" WQXGA OLED 500 nits 240Hz, Windows 11 Pro. ULTIMATE PERFORMANCE FOR GAMERS. Desktop-Level Performance, Anywhere. Experience next-level gaming and productivity with Intel processors. Enjoy ultra-smooth gameplay, seamless multitasking, and AI-accelerated creative tasks. Connect all peripherals with Thunderbolt 4, and boost unplugged playtime with cooler, quieter performance for gaming, streaming, and creating."
"Lenovo Legion 5 Gen 10 Gaming Laptop, AMD Ryzen 7-260, 32 GB DDR5 RAM, 1 TB PCIe SSD, 15.1"" WQXGA (2560x1600) Display, Nvidia G-Force RTX 5060, 24-Zone RGB Backlit Keyboard, W11 Pro, Eclipse Black",Lenovo,1499.0,,0.0,$,4.7,17,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Its 15.1-inch OLED display delivers vibrant, lifelike colors and sharp details, offering an immersive viewing experience for gaming and creative tasks. Thanks to advanced cooling solutions, the device remains cool while ensuring consistent peak performance during extended use. With modern connectivity, a robust yet elegant design, and powerful internal components, the Lenovo Legion 5 15AHP10 is the perfect choice for those seeking top-tier performance whether at home or on the go."
"INNOCN 40 Inch 5K 5120 x 2160p Ultrawide Monitor for Laptop, 21:9, 100Hz, IPS, HDMI, DP, FreeSync, HDR400, USB-C, DeltaE＜2, Built-in Speakers, Height Adjustable, Black - 40C1U",INNOCN,999.99,,0.0,$,4.2,1210,Electronics > Computers & Accessories > Monitors,
"ASUS ROG Strix G18 (2025) Gaming Laptop, 18” ROG FHD+ 16:10 144Hz, NVIDIA® GeForce RTX™ 5050, AMD Ryzen™ 9 8940HX Mobile Processor, 16GB DDR5-5200Mhz, 1TB SSD, Wi-Fi 6E, Wind 11 Home",ASUS,1438.99,1699.99,15.35,$,4.3,39,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Unlock a next-level gaming experience with the ROG Strix G18. Featuring an FHD+ 144Hz smooth display, the ROG Strix G18 delivers stunning visuals. Powered by an AMD Ryzen™ 9 8940HX Mobile Processor and an NVIDIA® GeForce RTX™ 5050 Laptop GPU, enjoy seamless gaming and creative performance. With 16GB DDR5-5200 RAM, a 1TB PCIe 4.0 SSD, and advanced ROG Intelligent Cooling, stay at the top of your game. The esports-ready keyboard, Dolby Atmos audio, and customizable RGB Aura Light Bar elevate every moment. Plus, enjoy easy upgrades and 3 months of PC Game Pass for the ultimate gaming experience."
"Lenovo ThinkPad E16 G2 Business Laptop Computer, 16"" FHD+, AMD 8-Core Ryzen 7 7735HS (Beat i7-1360P), 16GB DDR5 RAM, 1TB PCIe SSD, WiFi 6E, Fingerprint Reader, Backlit Keyboard, Windows 11 Pro",Lenovo,879.0,1299.0,32.33,$,4.1,144,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"ProcessorAMD Ryzen 7 7735HS (8C / 16T, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)GraphicsAMD Radeon 680M GraphicsChipsetAMD SoC PlatformMemory16GB DDR5 RAMStorage1TB(512GB+512GB) SSD M.2 PCIe NVMeAudio ChipHigh Definition (HD) Audio, Senary SN6141 codecSpeakersStereo speakers, 2W x2, Dolby Atmos, audio by HARMANCameraFHD 1080p + IR Hybrid with Privacy ShutterMicrophone2x, ArrayPower Adapter65W USB-C (3-pin)Display16"" WUXGA (1920x1200) IPS 300nits Non-Touch Anti-glare, 45% NTSCKeyboardBacklit, EnglishDimensions (WxDxH)14.02 x 9.75 x 0.78 inchesWeight3.9 lbsOperating SystemWindows 11 Pro 64, EnglishEthernet100/1000M (RJ-45)WLAN + BluetoothWi-Fi 6E, 802.11ax 2x2 + BT5.3Standard Ports1x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On1x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.41x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.41x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort 1.41x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort 1.41x HDMI 2.1, up to 4K/60Hz1x HDMI 2.1, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Headphone / microphone combo jack (3.5mm)1x Ethernet (RJ-45)1x Ethernet (RJ-45)Security ChipDiscrete TPM 2.0Fingerprint ReaderTouch Style, Match-on-Chip, Integrated in Power ButtonPhysical LocksKensington Nano Security Slot, 2.5 x 6 mmOther SecurityIR camera for Windows Hello (facial recognition)IR camera for Windows Hello (facial recognition)Camera privacy shutterCamera privacy shutter"
"HP Omen 16 RTX 5060 Gaming Laptop, 16"" FHD+ 165Hz, AMD Ryzen AI 7 350, 32GB DDR5 RAM, 1TB SSD, RGB Backlit KB, Low Blue Light, Bundle with Thunderobot 7 in-1 USB-C Hub, Black, Win 11 Home",HP,1579.0,1699.0,7.06,$,4.7,9,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Key Features and Benefits:CPU: AMD Ryzen AI 7 350 (8 Cores, 16 Threads, 16MB L3 Cache, Base Frequency at 2.0GHz, Up to 5.0GHz at Max Turbo Frequency)Memory: Up to 64GB DDR5 RAMHard Drive: Up to 4TB PCIe M.2 Solid State DriveOperating System: Windows 11 HomeGraphics: ‎NVIDIA GeForce RTX 5060 Graphics (8GB GDDR7)Display: 16"" diagonal, FHD+ (1920 x 1200), 165Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 400 nits, 100% sRGBPorts:3 x Superspeed USB Type-A1 x Superspeed USB Type-C1 x HDMI1 x RJ-451 x Headphone/Microphone ComboOptical Drive: NoneMedia Drive: NoneWebcam: YesRGB Backlit Keyboard: Yes(Fn+F4)Bundle: Thunderobot 7 in-1 USB-C HubWireless Connectivity: Wi-Fi 6 & BluetoothDimensions: 14.07"" x 10.59"" x 0.94""Weight: 5.4 lbsColor: Black"
"ROG NUC (2025) Gaming Mini PC with Intel® Core™ Ultra 9 (Series 2) ARL-HX CPU, NVIDIA® GeForce RTX™ 5080 Mobile GPU, 32GB DDR5 RAM, 2TB NVMe SSD, Thunderbolt™ 4, Triple-Fan Cooling, and ARGB Lighting",ASUS,3216.99,,0.0,$,4.4,98,Electronics > Computers & Accessories > Computers & Tablets,"Experience next-level gaming with the ROG NUC (2025) Mini PC featuring the Intel® Series 2 Core™ Ultra 9 275HX CPU, NVIDIA® GeForce RTX™ 5080 Mobile GPU, 32GB DDR5-6400 MHz RAM, and 2TB NVMe SSD. Advanced triple-fan cooling, ARGB lighting, seamless support for five 4K displays, and powerful performance packed into a sleek, compact design."
"MSI Vector A18 HX 18” 240Hz QHD+ Gaming Laptop: AMD Ryzen 9-9955HX, NVIDIA Geforce RTX 5080, 32GB DDR5, 1TB NVMe SSD, Type C, Wi-Fi 7, Win 11 Home: Cosmo Gray A9WIG-065US",msi,2699.99,,0.0,$,3.3,39,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"MSI Vector A18 HX 18” 240Hz QHD+ Gaming Laptop: AMD Ryzen 9-9955HX, NVIDIA Geforce RTX 5080, 32GB DDR5, 1TB NVMe SSD, Type C, Wi-Fi 7, Win 11 Home: Cosmo Gray A9WIG-065US"
"ASUS TUF Gaming F16 (2025) Gaming Laptop, 16” FHD+ 165Hz 16:10 Display, Intel® Core™ i5 Processor 13450HX, NVIDIA® GeForce RTX™ 5050, 16GB DDR5, 512GB PCIe Gen4 SSD, Wi-Fi 6E, Win 11 Home",ASUS,1117.99,1299.99,14.0,$,4.3,63,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"The TUF F16 is a powerhouse primed for every gaming adventure. Dive headfirst into Windows 11 Home, fueled by an Intel® Core™ i5 Processor 13450HX and an NVIDIA® GeForce RTX™ 5050 Laptop GPU with NVIDIA Advanced Optimus. Its timeless design, highlighted by a sleek embossed TUF logo, exudes subtle styling, while the FHD+ 165Hz display with 100% sRGB color delivers captivating visuals that draw you right into the heart of the action. With 16GB of DDR5 memory and 512GB PCIe Gen4 SSD, multitasking becomes easy. Military-grade durability ensures peak performance anywhere you go. The TUF Gaming F16 features 2nd Gen Arc Flow Fans, full-width heatsink, and full-width vent that optimize performance without compromising noise. Elevate your gaming experience even further with Dolby Atmos and Hi-Res audio that makes the TUF Gaming F16 the ultimate companion for immersive, high-performance gaming."
"ASUS ROG Strix G18 (2025) Gaming Laptop, 18” ROG Nebula 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5070, Intel® Core™ Ultra 9 275HX, 32GB DDR5-5600, 2TB PCIe Gen 4 SSD, Wi-Fi 7, Windows 11 Pro",ASUS,2284.99,2499.99,8.6,$,4.1,253,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Unlock a next-level gaming experience with the ROG Strix G18. Featuring an ROG Nebula Display, 240Hz WQXGA, the ROG Strix delivers stunning visuals. Powered by an Intel Core Ultra 9 275HX processor and NVIDIA GeForce RTX 5070 GPU, enjoy seamless gaming and creative performance. With 32GB DDR5 RAM, a 2TB PCIe 4.0 SSD, and advanced ROG Intelligent Cooling, stay at the top of your game. The esports-ready keyboard, Dolby Atmos audio, and customizable RGB Aura Light Bar elevate every moment. Plus, enjoy easy upgrades and 3 months of PC Game Pass for the ultimate gaming experience."
"MSI Vector 16 HX AI 400 Gaming Laptop, Intel Ultra 9-275HX, 32 GB DDR5 RAM, 2 TB PCIe SSD, 16"" WQXGA (2560x1600) 240Hz Display, Nvidia G-Force RTX 5080, RGB Backlit Keyboard, W11 Pro, Cosmo Gray",msi,2500.0,,0.0,$,3.6,9,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"MSI Vector 16 HX AI 400 Gaming Laptop, Intel Ultra 9-275HX, 16"" WQXGA (2560x1600) 240Hz Display, Nvidia G-Force RTX 5080, RGB Backlit Keyboard, Cosmo Gray"
"NIMO 17.3 Gaming-Laptop Ryzen 9 8945HS (Beat i9-13900H, Up to 5.2GHz) 16GB RAM, 1TB SSD, Radeon 780M, PD 100W Type-C AI-Enhanced for Copilot VR Ready, Backlit Keyboard, Fingerprint",NIMO,899.97,1199.99,25.0,$,4.3,28,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,
"Apple 2023 14-inch MacBook Pro with Apple M3 Pro chip, 18GB RAM, 512GB SSD Storage, Space Black (Renewed)",Apple,1099.99,1169.0,5.9,$,4.3,107,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Key Features Apple M3 Pro 11-Core Chip 18GB Unified RAM | 512GB SSD 14"" 3024 x 1964 Liquid Retina XDR Screen 14-Core GPU | 16-Core Neural Engine Wi-Fi 6E (802.11ax) | Bluetooth 5.3 Thunderbolt 4 | HDMI | MagSafe 3 SDXC Slot | FaceTime HD 1080p Camera Backlit Magic Keyboard Force Touch Trackpad | Touch ID Sensor macOS"
"Thunderobot Storm 15 4050 Gaming Laptop, 15.6"" FHD 165Hz Display, Core i7-13620H, NVIDIA GeForce RTX 4050, 16GB RAM, 1TB SSD, Backlit Keyboard, HDMI, Wi-Fi, Win 11 Home, Black",Thunderobot,1199.0,,0.0,$,4.5,21,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,
"HP Omen 16.0” 1920x1200 Display IPS 144 Hz Gaming Laptop, Intel Ultra 9 285H (16-Cores,Up to 5.4GHz) GeForce RTX 5070 8G GDDR7, 32GB DDR5, 1TB SSD, 4-Zone RGB Backlit KB, Wi-Fi 6E, Type-C, Win 11",HP,1599.99,,0.0,$,,0,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"CPU: Intel Core Ultra 9 285H 16-Core Processor (Up to 5.4GHz with Intel Turbo Boost Technology, 24 MB Intel Smart cache16 Cores: 6 Performance Core + 10 Efficient Core 16 Threads) Display: 16.0"" 144Hz WUXGA (1920 x 1200) LED-backlit Anti-glare 300 nits 62.5% sRGB Graphics: GeForce RTX 5070 8GB GDDR7,allowing you to effortlessly handle graphics-intensive tasks and enjoy immersive gaming. Memory: Up to 64GB DDR5 Ram. Storage: Up to 4TB SSD NVMe M.2 Operating System: Windows 11 Home Keyboard: Four-Zone RGB Backlit Keyboard with Numpad Connectivity: Intel AX211 Wi-Fi 6E (2x2) Bluetooth 5.3 Color Options: Shadow black Dimensions: 14.07 x 10.59 x 0.89 inches Weight: 5.35 lbs Webcam: 1080p FHD Camera with Privacy Shutter Battery Life: 70Wh Lithium-Ion Battery 150W AC Adapter Ports: 1x USB-C 3.2 Gen 2 (Power Delivery and DisplayPort 1.4 and Power-off Charging and 10Gbps), 1x USB 3.2 Gen 2 (10Gbps), 2x USB 3.2 Gen 1 (5Gbps) 1x HDMI v2.1 1 x RJ-45, and headphone/microphone combo jack."
"MSI Crosshair 18 HX AI 18"" Gaming Laptop, Intel Core Ultra 9 275HX 5.4GHz, NVIDIA RTX 5070 8GB GDDR7• 32GB DDR5• 1TB SSD• 18"" QHD+ 240Hz Display, RGB Keyboard, Win11 Pro, Seibosfy",MSI,1879.99,,0.0,$,5.0,1,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Product Description:MSI Crosshair 18 HX AI: The Ultimate 18-Inch Gaming Laptop for Unbeatable PerformanceDominate the competition with the MSI Crosshair 18 HX AI, engineered to be the ultimate all-in-one desktop replacement. Powered by the revolutionary Intel Core Ultra 9 processor and the NVIDIA GeForce RTX 5070​ GPU, this 18-inch gaming laptop​ delivers elite performance for the most demanding games and creative applications.Experience buttery-smooth, ultra-immersive visuals on the stunning 18-inch QHD+ display, featuring a blazing 240Hz refresh rate and 100% DCI-P3 color. With 32GB of DDR5 RAM, up to a 2TB SSD, and pro-grade connectivity including Thunderbolt 4 and Wi-Fi 6E, this MSI laptop​ is built to outperform. Take command with the SteelSeries 24-zone RGB keyboard and unlock true gaming prowess.Statement: Original Seal is opened for upgrade ONLY. If the computer has modifications, then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised.Specifications:Brand: MSIProcessor & Memory: Intel® Core™ Ultra 9 Processor 275HX (24 Cores, 2.1 - 5.4 GHz)32GB (16GB*2) DDR5 5600MHzDrives: Up to 2 TB NVMe Solid State DriveOptical Drive: No Optical DriveOperating System: Microsoft® Windows 11 Pro (64-bit)Communications: Intel Wi-Fi 6E AX211 & Bluetooth 5.3Webcam Resolution: 720p HD Webcam with shutterGraphics & Video: 18"" QHD+(2560x1600) 240Hz, 100% DCI-P3, IPS PanelNVIDIA® GeForce RTX™ 5070 8GB GDDR7Color: GrayComputer Type: GamingFeatures: BluetoothFeatures: Integrated WebcamFeatures: Thunderbolt PortFeatures: Wi-FiGraphics: NVIDIA GeForce RTX 5070Model : Crosshair 18 HX AI A2XWGKG-012USOperating System: Windows OSProcessor: Intel Core Ultra 9Processor Brand: IntelScreen Resolution: 2560 x 1600Screen Size: 18 in.Storage Drive Type: SSDAudio:2x Dynaudio 2W Speakers2x Dynaudio 2W WoofersKeyboard: SteelSeries 24-Zone RGB with Anti-Ghost key (99 Key)Multi-Touch TrackpadPorts & Slots:1x HDMI v2.1 (Rear)1x USB-A 3.2 Gen1 (Rear)1x RJ45 (Rear)1x Audio Combo (1/8"") (Right Side)1x USB-A 3.2 Gen1 (Right Side)1x USB-C Thunderbolt™ 4 w/DP&PD3.0 (Left Side)1x USB-A 3.2 Gen1 (Left Side)Power Supply:240W Power Adapter4 cell (90Whr) Li-Ion BatteryAdditional Information:Dimensions: 15.90"" x 11.02"" x 1.17""Approximate Weight: 6.83 lbs."
"msi Crosshair A16 HX 16” QHD+ 240Hz Gaming Laptop – AMD Ryzen 9 8940HX, NVIDIA GeForce RTX 5060, 16GB DDR5, 1TB NVMe SSD, Wi-Fi 6E, USB-C, Windows 11 D8WFKG-090US",msi,1574.44,,0.0,$,5.0,5,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"The MSI Crosshair A16 HX is built for players who want speed and clarity in every session. Powered by the AMD Ryzen 9 8940HX and the new NVIDIA RTX 5060 with DLSS 4, it delivers smoother gameplay, sharper visuals, and AI-enhanced performance in modern titles. The 16” QHD+ 240Hz display brings crisp detail and ultra-fluid motion, while Cooler Boost 5 helps keep performance steady during long gaming or work sessions. With 16GB DDR5, a fast 1TB SSD, Wi-Fi 6E, USB-C, Copilot readiness, and a 24-zone RGB keyboard, Crosshair gives you the responsiveness and versatility to play, create, and multitask with confidence."
"HP EliteBook 860 Laptop Computer, 16"" IPS WUXGA Display, Intel Ultra 7 155U (Up to 4.8GHz), 32GB DDR5, 1TB PCIe SSD, Backlit KB, Fingerprint, Wi-Fi 6E + BT, Lifetime Office 365, Win 11 Pro, Sliver",HP,1459.0,2099.0,30.49,$,4.8,20,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Operating system Windows 11 ProProcessor Intel Core Ultra 7 155U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.8GHz, 12MBGraphics Integrated: Intel GraphicsMemory 32GB DDR5 RAMInternal drive 1TB PCIe NVMe TLC SSDOptical drive Not includedDisplay 16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 100% sRGBExternal I/O Ports 2 Thunderbolt 4 with USB4 Type-C 40Gbps signaling rate (USB Power Deli-very, DisplayPort 1.4); 2 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging); 1 HDMI 2.0; 1 stereo headphone/microphone combo jackAudio Audio by Bang & Olufsen, dual stereo speakers, dual microphones enhanced by AI noise reductionWebcam Dual Array Microphone Infrared (IR) Integrated CameraKeyboard HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypadPointing device Clickpad with multi-touch gesture support, taps enabled as defaultWireless technology Intel AX211 Wi-Fi 6E and Bluetooth 5.3supply HP Smart 65 W USB Type-C adapterBatttery 4249mAFinger print reader Fingerprint sensorDimensions (W X D X H) 14.12 x 9.88 x 0.76 inWeight Starting at 3.87 lb"
"HP Omen Max 16” Gaming Laptop, AMD Ryzen Al 7 350, GeForce RTX 5070, WQXGA (2560 * 1600) 240Hz IPS Display, 32GB DDR5+1TB SSD, 3 Heat Dissipation Design, Full-Size RGB Keyboard, Omen AI, Win 11 Home",HP,1799.0,,0.0,$,4.6,11,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Key Features and Benefits:CPU: AMD Ryzen Al 7 350 ( 8 Cores, 16 Threads, 4MB L3 Cache, 2 GHz base frequency, up to 5 GHz max turbo frequency)Memory: Up to 64GB DDR5 RAMDrive: Up to 4TB PCIe Solid State DriveOperating System: Windows 11 HomeGraphics: NVIDIA GeForce RTX 5070 GraphicsDisplay:16"" HD+ 240Hz DisplayPorts:2 x Superspeed USB Type-A2 x Superspeed USB Type-C1 x HDMI1 x Audio PortWebcam: YesBacklit Keyboard Switch: Fn+F4Wireless Connectivity: Wi-Fi 6 & BluetoothDimensions: ‎14.04 x 10.59 x 0.98 inchesWeight: 5.48 lbsColor: Black"
"Apple 2024 MacBook Pro 14-inch Laptop M4 Pro chip: 24GB Unified Memory, 512GB SSD Storage; Space Black with AppleCare+ (3 Years)",Apple,2078.0,2278.0,8.78,$,4.7,1217,,
"ASUS ROG Strix G18 G814 Gaming Laptop | 18"" 2560x1600 240Hz 100% DCI-P3 | AMD 16-core Ryzen 9 9955HX (>i9-14900HX) | 32GB DDR5 2TB SSD | GeForce RTX 5070 | RGB Backlit Wi-Fi6E Win11 w/DLCA Accessory",ASUS,2469.0,,0.0,$,4.5,2,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"KEY SPECIFICATIONS:  PC Type: Gaming Laptop Computer PC Series: ASUS ROG Strix G18 G814 Processor: AMD 16-core Ryzen 9 9955HX Memory: 32GB DDR5 Storage: 2TB SSD Graphics: NVIDIA GeForce RTX 5070 8GB Display: 18"" 2560x1600 IPS 240Hz (100% DCI-P3) Communications: Wi-Fi6E Keyboard: 4-zone RGB Backlit Audio: Smart Amp, Dolby Atmos, AI Noise-canceling Operating system: Windows 11 Pro Webcam: FHD Camera Ports & Slots: 2x USB-A 3.2, 1x Type USB 4, 1x HDMI 2.1 FRL, 1x RJ45 Ethernet Battery: 90Wh Additional Information:  Dimensions: 11.57"" x 15.71"" x 1.21"" Approximate Weight: 6.63 pounds"
"Lenovo Legion Pro 7i Gen 10 16"" Gaming Laptop (2025 Model) Intel Core Ultra 9 275HX 24C, NVIDIA GeForce RTX 5090 24GB, 64GB RAM, 2TB (1TB+1TB) NVMe SSD, 16"" WQXGA OLED 500 nits 240Hz, Windows 11 Home",Lenovo,3650.0,,0.0,$,4.9,18,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,Lenovo
"ASUS ROG Strix G18 G815 Gaming AI Laptop | 18"" 2.5k IPS 240Hz (100% DCI-P3, 500nits) | Intel Core Ultra 9 275HX | 32GB DDR5 1TB SSD | GeForce RTX 5070 | RGB Backlit Wi-Fi 7 Win11 w/DLCA Accessory",ASUS,2299.0,,0.0,$,5.0,1,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"KEY SPECIFICATIONS:  PC Type:  Gaming Laptop Computer PC Series: ASUS ROG Strix G18 Processor: Intel Core Ultra 9 Processor 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel AI Boost NPU up to 13TOPS Memory: 32GB DDR5 Storage: 1TB SSD Graphics: NVIDIA GeForce RTX 5070 Laptop GPU 8GB GDDR7 Display: 18"" 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, 500nits, 240Hz/3ms IPS-level, 100% DCI-P3, Anti-glare Nebula Display Communications: Wi-Fi 7 + Bluetooth 5.4 Camera: 1080P FHD IR Camera Audio: Dolby Atmos, Smart Amp Technology Keyboard: 4-Zone RGB Backlit Keyboard Battery: 90WHrs, 4S1P, 4-cell Li-ion Operating system: Windows 11 Home Ports & Slots: 1x 3.5mm Combo Audio Jack1x HDMI 2.1 FRL3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps)1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC1x Thunderbolt 4 support DisplayPort / power delivery1x RJ45 LAN port Additional Information:  Dimensions: 15.71"" x 11.73"" x 0.93"" ~ 1.26"" Approximate Weight: 7.05 pounds"
"HP 17.3"" LED Business & Home Touchscreen Laptop, AMD Ryzen 5 7430U, 32GB RAM, 1TB PCIe SSD, Fingerprint Reader, Backlit Keyboard, HD Camera, HDMI, Wi-Fi 6, Windows 11 Pro, Blue",HP,979.0,,0.0,$,4.6,39,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,"Key Features and Benefits:CPU: AMD Ryzen 5 7430U Processor (6 Cores, 12 Threads, 16MB L3 Cache, Base Frequency at 2.3 GHz, Up to 4.3 GHz at Max Turbo Frequency)Memory: Up to 32GB RAMHard Drive: Up to 2TB PCIe Solid State DriveOperating System: Windows 11 ProGraphics: AMD Radeon GraphicsDisplay: 17.3"" diagonal, HD+ (1600 x 900), touch, anti-glare, 250 nits, 60% NTSC Ports:1 x USB Type-C 5Gbps signaling rate1 x headphone/microphone combo2 x USB Type-A 5Gbps signaling rate1 x AC smart pin1 x HDMI 1.4bOptical Drive: NoneCamera: HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphonesFingerprint Reader: YesBacklit Keyboard Switch: Fn+F4Wireless Connectivity: Wi-Fi 6Dimensions: 15.78 x 10.15 x 0.81 inchesWeight: 4.58 lbsColor: Blue"
"Thunderobot Storm 15 4050 Gaming Laptop, 15.6"" FHD 165Hz Display, Core i7-13620H, NVIDIA GeForce RTX 4050, 32GB RAM, 1TB SSD, Backlit Keyboard, HDMI, Wi-Fi, Win 11 Home, Black",Thunderobot,1049.0,1349.0,22.24,$,4.5,21,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,
"Thunderobot Storm 15 4050 Gaming Laptop, Intel Core i7-13620H, GeForce RTX 4050, 15.6"" FHD 165Hz Display, 32GB RAM, 1TB SSD, Backlit Keyboard, HDMI, Wi-Fi, Win 11 Home, Black",Thunderobot,999.0,,0.0,$,4.8,15,Electronics > Computers & Accessories > Computers & Tablets > Laptops > Traditional Laptops,
